predict_summary,refer
硅谷小型公司Applied Intuition宣布，已经赢得由美国国防部创新单位（DIU）通过其简化的商业解决方案开放过程进行担保的合同，为美军的机器人战斗车辆（RCV）项目提供软件工具。尽管该合同的最高支出在两年内为4900万美元，相较于五角大楼的采购标准来说微不足道，但Applied的合同可能有助于将私营部门在自动驾驶车辆方面的创新引入武装部队。美国国防部不能只是雇佣一个承包商提供一箱软件，然后就离开，他们需要的是一个全面的开发和维护管道，就像特斯拉那样，可以吸收车辆传感器上的大量数据，分析并用于优化其算法。,一家名为Applied Intuition的硅谷小公司获得美国国防部“驻硅谷大使馆”——国防创新部门(DIU)的合同，为美陆军“机器人战车”（RCV）计划提供软件支持。该合同两年内最高支出为4900万美元，旨在将民营自动驾驶技术引入军队。DIU主管称，军用机器人需要与特斯拉相同的软件开发和系统运维，但国防部没有这样的基础设施来系统收集、管理、存储、操作和共享数据。军用车辆比商业自动驾驶车辆更复杂、任务更广泛，如搜索、摧毁，和巡逻等，这要求具备动态规划能力，需要更复杂的算法来处理和更新更多数据，他称RCV是国防部的“开路先锋”。
Sky Power International的SP-180 SRE单盘转子发动机现已适用于重油（HF）应用。这款转子发动机是一种混合电动机，设计紧凑，功率重量比领先。该发动机于2017年首次向业界推出，并已安装在各种无人机应用中。重油型SP-180 HF SRE是原始汽油发动机的改进版，增加了预热设备以补偿煤油的闪点较高，并保持冷启动能力。因此，该发动机配备了煤油加热控制单元（KHU100）、发动机/水预热器（WPH100）和燃料预热器（FPH100）。KHU100在操作前、中、后控制整个燃料和发动机的预热过程。此外，重油型SP-180 SRE可以作为直接驱动、混合应用或电力发电模式运行。Sky Power GmbH的董事总经理Karsten Schudt表示，重油发动机在我们这里有着悠久的历史，我们已经在这种配置中提供了我们的二冲程发动机很长时间。现在，我们很高兴能够将我们的转子发动机用于这种燃料类型，以及军事应用，尤其是北约的单一燃料政策。重油型SP-180 SRE的开发是由于市场对功率密集、节能和可靠的重油系统的需求日益增加。,"德国Sky Power国际公司的SP-180 SRE单转子发动机（汪克尔发动机）现可使用重油（煤油）。
SP-180 HF SRE是一型混合电力发动机，设计紧凑，功重比领先同类产品，于2017年首次投入市场，已在多种无人机上得到应用。该发动机重11千克，功率23.3千瓦，外加15千瓦电功率，扭矩27.5牛米，采用外壳水冷和转子油冷。
重油型SP-180 HF SRE是原汽油型的衍生改进型号，改动包括附件，以及增加了预热设备以适应煤油的较高闪点，并保持冷启动能力。因此，新发动机配备了煤油加热器控制单元（KHU100）、发动机/水预热器（WPH100）和燃油预热器（FPH100）。KHU100在运行的前、中、后整个过程中，控制燃料和发动机预热过程。该装置可加热燃油预热器盖和WPH100。WPH100用作加热器以预热发动机的水冷回路。操作时，该发动机需要比例为200:1的煤油/机油混合物（Jet A1煤油：Aspen二冲程油）。发动机冷却由外壳的水冷和转子的油冷提供，保证恶劣环境下的可靠运行。
SP-180 HF SRE发动机能够以直接驱动、混电应用或发电模式。使用混合升压电源，根据机载电池容量，可提供额外的15千瓦功率用于直接驱动。根据客户的应用和要求，可使用传统发电机和启动发电机，后者必须通过预热器单元连接到48V电池组。电池的容量和峰值电流必须足够大，以预热发动机和启动整个燃烧循环。
考虑到北约的单一燃料政策，Sky Power公司乐于使其转子发动机使用重油、用于军事用途。公司开发SP-180 HF SRE重油发动机是由于市场需求增大，需要使用能量密度大、经济性好且可靠的重油系统。
（中国航发研究院 李明）"
"美军在德国梅因茨-卡斯特尔正式成立第56炮兵指挥部，该部队隶属于美军欧洲和非洲司令部，负责两大洲的常规军事行动。第56炮兵指挥部与美军第二个多领域任务部队（MDTF）共同驻扎在梅因茨-卡斯特尔。MDTF是美军新设立的单位，用于测试新型武器和其他能力。第56炮兵指挥部的复活将为美军欧洲和非洲司令部提供多领域作战的重要能力。美军计划在未来几年内部署两种新型导弹系统——""黑鹰""（Dark Eagle）和""泰芬""（Typhon）。""黑鹰""是美军正在研发的长程高超音速武器（LRHW），""泰芬""是未来中程能力（MRC）系统，包括发射器和火控系统，能够使用各种类型的导弹。此外，美军正在采购新的常规武器弹道导弹——精确打击导弹（PrSM）。第56炮兵指挥部的复活具有历史意义，特别是在欧洲部署这些武器。""黑鹰""、""泰芬""和未来的PrSM都曾被现已废止的中程核力量条约（INF）禁止。尽管美俄两国政府仍在讨论INF的后续问题和未来的军控安排，但第56炮兵指挥部的复活清楚地表明，美军正在准备在未来几年内将装备""黑鹰""和""泰芬""等武器的部队部署到欧洲。第56炮兵指挥部的复活不仅与其未来的导弹能力有关，还将作为管理欧洲所有炮兵单位的中心，包括那些将装备新型远程榴弹炮和火箭炮的单位。美军领导人已经警告，俄罗斯军队在炮兵能力和自行榴弹炮和火箭发射器的数量上具有明显优势。任何未来在欧洲的冲突都将很可能看到更多的炮兵单位迅速部署到该地区，这就需要更高级别的指挥部来管理他们的行动。这是第56炮兵指挥部的核心任务之一，同时也是协调美军炮兵部队与其他服务部门，以及北约盟国和其他合作伙伴的单位的焦点，这些单位可能会在任何可能的高端战斗中与美军一起作战。第56炮兵指挥部在30多年后重返德国，强调了美军在未来可能涉及俄罗斯的重大冲突中，看到炮兵，包括""黑鹰""和""泰芬""等新武器的重要性。","11月8日，美陆军第 56 炮兵司令部在德国举行仪式正式重启，驻地位于德国美因茨-卡斯特尔。
司令部负责人斯蒂芬·马拉尼安（Stephen Maranian）少将表示，此举将为美国陆军欧洲和非洲司令部提供多域作战能力，使其能够在责任区内部署未来的远程地对地武器，并实现多国、联合火力与效果的同步。
第56炮兵司令部的重启表明，美陆军正准备部署“暗鹰”（Dark Eagle）高超声速武器，以及可发射陆基“战斧”巡航导弹和“标准”-6防空导弹地对地改型的“台风”（Typhon）系统。
该司令部的职能将包括管理未来冲突中向欧洲快速部署的额外炮兵部队，并作为协调陆军炮兵部队与其他军种以及北约盟国和其他合作伙伴间的协调中心。"
德国传感器解决方案供应商HENSOLDT正在GhostPlay项目中开发新的基于人工智能(AI)的决策制定过程，以支持在合成模拟环境中以最高的操作速度进行战术级别的军事行动。该技术项目由德国联邦军队数字化和技术研究中心(DTEC.Bw)资助，与汉堡的赫尔穆特·施密特大学合作，将持续到2024年底。研究的主题将包括军事行动和决策在何种程度上可以通过AI加速，以及由此产生的机会和风险。研究还将探讨基于AI的决策制定如何支持无人系统群在复杂任务中抑制敌方空防的传感器-效应器网络，以及如何优化防御系统各个组件的互动。同时，也将研究需要考虑的伦理方面。,德国亨索尔特公司正与汉堡联邦国防军大学展开合作，利用人工合成模拟环境为德国联邦国防军开发无人机蜂群战术级人工智能快速决策系统。该项目名为GhostPlay，由德国联邦国防军数字化和技术研究中心资助，将于2024年底完成。Ghostplay项目的研究对象是人工智能可以在多大程度上加速军事行动和决策，以及由此产生的机会和风险，还将研究基于人工智能的决策制定如何支持无人机蜂群的传感器-效应器网络，执行压制敌人防空的复杂任务；研究如何优化防御系统的各组件交互；并研究需考虑的道德问题。
萨里大学的研究人员在人工神经网络中展示了一种多模式晶体管（MMT）的概念验证。这是使用薄膜晶体管作为人工智能硬件并推动边缘计算发展的重要步骤，有望降低功耗并提高效率，而不仅仅依赖于计算机芯片。2020年，萨里大学的研究人员首次报道了MMT，它克服了与晶体管相关的长期挑战，可以执行与更复杂电路相同的操作。最新的研究使用数学建模来证明在人工智能系统中使用MMT的概念，这是向制造业迈进的关键步骤。研究结果表明，设计良好的多模式晶体管可以作为人工神经网络中的整流线性单元类型（ReLU）激活，实现与纯ReLU实现几乎相同的分类准确性。他们使用测量和模拟的MMT数据来训练人工神经网络识别手写数字，并将结果与软件的内置ReLU进行了比较。结果证实了MMT设备在薄膜决策和分类电路中的潜力。同样的方法可以用于更复杂的AI系统。,近日，英国萨里大学研究人员开发出一种能模拟人脑的多模态晶体管。研究人员利用测量和模拟的晶体管数据，设计出可在人工神经网络中作为整流线性单元 (ReLU)的晶体管原型，其计算精度与纯ReLU几乎相同。随后，使用测量和模拟的多模态晶体管数据训练人工神经网络识别手写数字，并将结果与软件内置ReLU进行比较，结果证实了多模态晶体管在薄膜决策和分类电路方面具有较大的潜力，而且这种方法可以用于更复杂的人工智能系统。研究成果证实了将薄膜晶体管用于人工智能硬件领域的可行性。
根据美国保守派智库“传统基金会”发布的2022年美国军事实力指数，美国空军和太空军被评为“弱”。报告指出，这主要是由于低效的战备状态、对四代机的投资不当、对太空领域认知不足以及对太空攻击武器的不足，无法匹配对手的能力。报告还批评美国空军的投资策略，指出其在研发上的投入过多，而在现有飞机的更新换代上投入不足。报告还指出，美国空军计划在2022财年末削减137架战斗机和32架加油机，使其战斗力只有上一次与对等对手战斗时的69%。报告还强调，美国空军的飞行小时数和出动率受到了新冠疫情的严重影响，需要数年的训练才能恢复。此外，报告还批评美国太空军的能力“弱”，主要原因是卫星老化、缺乏太空领域认知以及攻防能力不足。报告还指出，美国太空军需要更多的雷达和卫星以便更频繁地监测太空领域的变化。,"美国传统基金会10月20日发布《2022年美国军力指数》，该报告将评级分为 “极强”“强”“中等”“弱”和“极弱”5级，并对美空军和太空军给出了较低评级。
美空军在能力与实力方面的评级为“中等”，战备和整体评级为“弱”。报告指出，空军飞行员年平均飞行时间达到了历史低点，为131小时，平均每周仅飞行不到1.5架次，远低于“健康”的战斗机部队年均飞行200小时、每周3架次的阈值。同时，空军对于对抗同等对手中最为倚重的第五代隐身飞机投资不足，对其采购力度不及第四代飞机，并且在2022年未设经费的优先事项清单中，首次未申请新的F-35战斗机。
太空军在各方面评级中被评为“弱”。报告指出，太空军存在卫星老化且未受保护、缺乏太空域感知能力以及进攻和防御能力不足的问题，无法按需满足当前及未来在作战和战术层面的人员要求。"
2022年7月7日，美国空军研究实验室为其最新的风洞设施——帕克亚音速研究设施（SuRF）举行了剪彩仪式，并将其命名为已故的格雷格·帕克博士，他是空军研究实验室航空系统局的一位深受爱戴的成员，曾长期与癌症抗争。SuRF是一个低速风洞，用于评估包括3D打印部件在内的原型模型。多位空军研究实验室的领导出席了仪式，包括首席科技官蒂姆·邦宁博士、副指挥官乔尔·卢克尔上校和首席军士长比尔·菲奇。格雷格·帕克博士在空军研究实验室工作了15年，曾在空军服役20年，并以少校身份退役。他的职业生涯大部分时间都在测试工程领域工作，并在空军研究实验室的风洞团队担任了六年的高级工程师。SuRF风洞的最大风速可达220英里/小时，使研究人员能够“在对设施风险极低的情况下快速测试新的和创新的设计方案”。,2022年7月7日，美空军研究实验室（AFRL）为其新风洞——“帕克”亚声速研究设施（SuRF）举行剪彩仪式，该设施为低速风洞，可用于评估3D打印部件的性能。AFRL航空系统局局长Michael Gregg表示，该风洞可丰富俄亥俄州赖特·帕特森空军基地在空气动力学、弹性力学及快速原型技术开发方面核心试验技术；航空验证部主任Larry Leny表示，该风洞于2021年11月完工，空气流速达321千米/小时，可使研究人员以极低风险快速试验新设计方案，验证新的飞机设计；航空系统局空气动力技术处主任Aaron Altman表示，该风洞可节省很多资源，避免使用大型风洞所造成的资源浪费，减少预研成本。
麻省理工学院（MIT）的工程师们设计出了一种类似乐高的可堆叠、可重新配置的人工智能芯片。该设计由交替的感应和处理元素层以及光发射二极管（LED）组成，这些LED允许芯片的各层通过光学方式进行通信。MIT的设计使用光而非物理线路来传输芯片中的信息，因此芯片可以被重新配置，例如添加新的传感器或更新处理器。该设计目前已配置完成基本的图像识别任务。研究人员计划为芯片添加更多的感应和处理能力，他们预见其应用将无所不在。研究结果已发表在《自然电子》杂志上。,近日，由美国麻省理工学院领导的研究团队研发出一种新型人工智能芯片，这种芯片可嵌入到设备内部，能够同乐高积木一样被堆砌来构建结构。这种可重构芯片能减少电子垃圾的产生。在此之前，这种模块化芯片设计通常是采用传统布线在层间传递信号。然而这种复杂的连接很难甚至不可能切断和重新布线，使堆叠设计无法重新配置。在新研究中，芯片可通过光来传播信息，而不是物理导线。因此，这种芯片是可重新配置的，芯片层可交换或堆叠，例如添加新的传感器或更新处理器。研究人员还表示，这种芯片可以添加任意多的计算层和传感器，例如光、压力甚至气味传感器等。因此，研究人员将其称之为类似乐高积木的可重构人工智能芯片。因为该芯片根据层组合具有无限可扩展性，使可集成更多功能边缘计算设备的研发成为可能，有望进一步推动人工智能设备领域的发展。
以色列防务公司Rafael Advanced Defense Systems Ltd.已完成其最新型侦察系统RecceLite XR的开发。这款系统由人工智能和增强传感器支持，并在2021年底的实战测试中得到验证。RecceLite XR侦察吊舱可用于各种战斗、轻型和重型飞机以及MALE无人机，可从不同的光谱带收集广域的高分辨率图像。Rafael公司在一次包括来自多个国家的20多个行业合作伙伴和客户的国际代表团中，首次展示了RecceLite XR的第三代模型及其新功能。这款最新的RecceLite XR模型还包括增强的图像分辨率、实时视频和先进的视线稳定功能，以及扩大的覆盖区域、先进的图像算法和AI，每个功能都能实现广域持久监视(WAPS)。在以色列北部的现场演示中，第三代RecceLite XR与Rafael的ImiLite地面利用站(GES)合作，完成了从实时侦察到目标生成的全VISINT操作周期。,以色列拉斐尔高级防务系统公司近期已完成RecceLite XR光电侦察吊舱开发工作，并成功进行了现场测试。RecceLite XR是该公司第三代先进光电侦察吊舱，采用了人工智能技术和增强型传感器组件，能以远程或垂直摄像的方式从不同的光谱波段收集大面积的高分辨率图像，可提供多光谱、多功能、实时的防区内/外侦察，主要装备各种战斗机、轻/重型飞机和中空长航时无人机。RecceLite XR吊舱的侦察范围可达到80千米以上，其增强型传感器组件可在可见光、近红外、中波长红外和短波红外波段操作。该吊舱还采用了ImiLite地面开发站（GES）系统，利用人工智能生成和处理该吊舱的地理空间情报（GEOINT）与目标定位数据，以最大精度优化目标定位过程。此外，该吊舱的功能还包括增强的图像分辨率、实时视频、先进的视线稳定和先进的图像算法等。在测试中，RecceLite XR吊舱与ImiLite GES一起操作，成功识别了四个不同的目标，并将目标与诱饵区分开，展示了先进的探测与分类能力。
澳大利亚国立大学（ANU）的科学家团队领导的新研究提出了一种使用量子计算机更准确地测量微观物体的方法，这可能对包括生物医学感测在内的各种下一代技术有所帮助。该研究围绕量子系统的一个奇特特性——纠缠展开，通过纠缠两个相同的量子物体并一起测量，科学家可以比单独测量时更精确地确定其属性。研究人员在19个不同的量子计算机上测试了他们的理论，这些设备位于欧洲和美国，并可通过云进行访问，使全球的研究人员可以连接并进行重要的研究。该研究已在《自然物理》上发表。,近日，澳大利亚国立大学研究出一种利用量子计算机更准确测量微观物体的方法。该方法通过量子纠缠实现，已在包括生物医学传感在内的大量技术中得到验证。目前，想要通过现存的技术对像光子一样的微观量子物体进行检测具有挑战性，因为量子物体中的某些属性相互关联，这种属性称为共轭属性。因此，为了确定量子物体的共轭属性，研究人员将两个相同的量子物体纠缠在一起进行测量，发现该种方法比单独测量更为精确。在此过程中还可以通过量子纠缠来降低测量过程中产生的噪声，获得更多和更为精准的测量信息。最后，研究人员还在19台不同的量子计算机上测试了这一技术，跨越了超导、俘获离子和光子量子计算机在内的三个不同平台。该研究提高了微观物体测量设备的检测效率，促进了量子技术的发展，为开发出新一代量子计算机测量设备提供了技术支撑，拓展了量子技术在生物医学测量方面的应用范围。
美国空军生命周期管理中心的机动和训练飞机局正在对T-7红鹰教练机的机载氧气生成系统（OBOGS）进行测试。OBOGS设计用于为飞行员提供无限供应的氧气，对于战斗机和教练机至关重要。该局正在与空军研究实验室的711人类性能翼和AFLCMC的生命支持系统科学测试分析和资格（LSSSTAQ）实验室紧密合作，收集重要数据并确保系统能够正常运行并为飞行员供应氧气。测试分为三个阶段，第一阶段在LSSSTAQ实验室进行，包括无人高空舱测试。第二阶段，团队与711人类性能翼合作，使用他们的载人离心机和新的载人高空研究舱进行载人和无人加速测试以及载人高空舱测试。第三阶段的测试计划在不久的将来在LSSSTAQ实验室开始，将包括环境测试。完成第三阶段后，OBOGS系统将安装到五架T-7飞机上，以便在今年晚些时候进行飞行测试。美国空军的首要任务是确保T-7飞行员能够成功飞行、着陆并完成他们的训练任务，因此我们必须确保OBOGS按预期工作。,美空军寿命周期管理中心（AFLCMC）下属的机动和教练飞行器管理局目前正在测试将用于T-7“红鹰”教练机的机载制氧系统（OBOGS），该系统尚未在其他平台使用。新型机载制氧系统由主呼吸气体系统和辅助备用氧气系统组成，旨在为飞行员提供无限的氧气供应，是战斗机和教练机的关键系统之一。
美国研究人员已经通过室温生化反应制造出量子点，这种反应由合成蛋白催化。这项由普林斯顿大学的Leah Spangler、Michael Hecht及其同事开发的技术，可能引领更可持续的方法在工业规模上制造量子点。量子点是半导体材料的纳米晶体，具有介于大块材料和单个原子之间的有用量子性质。然而，这些微小半导体结构的制造通常需要高温和有毒溶剂，因此研究人员正在寻找更环保的制造量子点的方法。在这项研究中，该团队研究了如何使用精细调整的生化反应制造量子点，这种反应涉及一种在生物系统中不存在的蛋白质。这种蛋白质被称为构造K（ConK），它首次在2016年合成。该团队发现ConK能够催化氨基酸半胱氨酸的分解，产生包括硫化氢在内的副产品。这种化合物可以与镉反应，生成镉硫化物纳米晶体。研究人员希望这种技术未来能够在室温下大规模制造稳定、高质量的量子点，确保快速增长的量子点行业的可持续未来。该研究发表在《国家科学院学报》上。,近日，美国的研究人员利用合成蛋白质催化的室温生化反应创造了量子点。量子点是半导体材料的纳米晶体，其有用的量子特性介于大块材料和单个原子之间。该团队在实验中研究了如何使用微调的生化反应来制造量子点，这些生化反应涉及的蛋白质并非生物系统中天然不存在的，而是在实验室中通过结合天然存在的氨基酸制成的。这种蛋白质被称为Construct K (ConK)。研究人员认为，蛋白ConK不仅可用于硫化镉量子点的合成，还能够催化氨基酸半胱氨酸的分解，产生包括硫化氢在内的副产品。然后，该化合物可以与镉反应生成硫化镉纳米晶体。不过，研究人员也指出，最新方法研制出的量子点质量还不高，但可通过调整合成方式提高质量。未来，研究人员希望该项技术能够在室温下实现工业规模生产稳定、高质量的量子点。
俄罗斯战略导弹部队指挥官谢尔盖·卡拉卡耶夫上校周五表示，两个装备有雅尔斯洲际弹道导弹的导弹团将在今年年底前开始执行战斗任务。其中，科泽尔斯克导弹部队的一个导弹团装备有井式基地的雅尔斯导弹，巴尔瑙尔导弹部队的一个团装备有移动雅尔斯导弹系统。雅尔斯RS-24是俄罗斯的一种战略导弹系统，包括移动或井式固体燃料洲际弹道导弹，配备有多个独立可瞄准的战斗部。雅尔斯是托波尔-M导弹系统的改进型。俄罗斯从2009年开始部署雅尔斯洲际弹道导弹系统，当时雅尔斯发射器被接受用于战略导弹部队的实验性战斗任务。,2021年12月17日，俄罗斯战略导弹部队司令谢尔盖?卡拉卡耶夫在接受采访时表示，两个配备“亚尔斯”洲际弹道导弹的导弹团将于2021年年底前在俄罗斯战略导弹部队进入战斗值班。这两个导弹团分别是：配备“亚尔斯”井基导弹系统的科泽尔斯克导弹团和配备“亚尔斯”机动式导弹系统的巴尔瑙尔导弹团。塔斯社11月29日报道，俄罗斯国防部发布的视频显示，一枚“亚尔斯”洲际战略导弹已装入到位于俄罗斯中部卡鲁加地区的科泽尔斯克导弹编队的发射井中。“亚尔斯”导弹（RS-24）是俄罗斯陆基战略导弹系统，是白杨-M导弹系统的改进版，分为井基和机动式导弹系统。俄罗斯从2009年开始部署该导弹系统。
2021年8月9日，印度国产航母“维克兰特”号完成为期五天的海试，测试了这艘4万吨级战舰的性能。印度海军表示，系统参数在试验中表现满意。舰艇的性能，包括船体、主推进、电力生成和分配（PGD）以及辅助设备在演习中都得到了测试。南方海军司令部司令、副海军上将AK Chawla对试验进行了评估，并称这是“国家的历史性时刻”。印度海军发表声明称，“维克兰特”号将继续进行一系列海试，以验证所有设备和系统，然后交付给印度海军。预计“维克兰特”号的交付将与印度独立75周年庆典同期。印度将成为少数几个能够自主设计和建造航母的国家之一。维克兰特号全长262米，宽62米，排水量39000吨，采用滑跃起飞、阻拦降落（STOBAR）配置。航母能够搭载36至40架飞机，包括26架俄制米格-29K超音速舰载战斗机。维克兰特号由四台通用电气LM2500燃气轮机和两个Elecon COGAG齿轮箱提供动力，最高速度可达28节（52公里/小时；32英里/小时），最大航程8000海里（15000公里；9200英里）。这艘航母有1645名船员，其中包括196名军官。,印度海军表示，印度国产航母“维克兰特”号完成五天的海试后返回，海试期间对船体、主推进装置、发电和配电以及辅助设备的性能进行了测试，海试中航母各个系统参数表现令人满意。印度南部海军司令部总司令阿克·查拉中将对本次海试进行了审查，称本次海试成功是国家的历史性时刻。据悉，“维克兰特”号航母将在印度独立75周年时交付给印度海军，交付之前还将进行一系列的海试，以验证所有的设备和系统。随着“维克兰特”号航母的交付，印度也将加入有能力自主设计和建造航母的国家队列。“维克兰特”号航母长262米，宽62米，排水量为39000吨，采用STOBAR（短距起飞、阻拦着舰）配置和滑跃起飞技术，可搭载36至40架飞机，包括26架俄制超声速“米格-29K”舰载战斗机。“维克兰特”号由4台通用电气的LM2500燃气轮机和2台电气控制公司的全燃联合动力齿轮箱提供动力，最高航速28节，最大巡航范围8000海里，人员编制1645名，其中包括196名军官。
欧洲卫星无线电频率(RF)地理定位领导者Unseenlabs赢得了法国国防部的合同，用于试验新的高速光通信卫星系统。该项目名为Keraunos（古希腊语中的“闪电”），旨在实现高速通信，同时克服大气湍流带来的问题。测试将在Unseenlabs的一颗10公斤纳米卫星和Cailabs设计的便携式紧凑地面站之间进行。Unseenlabs将在2022年底设计并将一颗卫星送入轨道。据该公司表示，这次开创性的操作的成功将可能实现激光通信的快速部署，这在很大程度上要归功于Unseenlabs现代且灵活的纳米卫星架构，以及Cailabs的地面接收器技术。法国国防部长Florence Parly在国防创新论坛上宣布，将在一颗纳米卫星和一个紧凑且可携带的地面站之间测试基于激光的光通信系统，这是世界首次。KERAUNOS项目旨在测试一种创新的，高速的光通信链路，该链路在10公斤的纳米卫星和一个紧凑的地面站之间。光通信提高了无线通信的数据速率和隐蔽性。有时会受到大气湍流的干扰，Keraunos的目标是减轻这种干扰，以获得最佳的传输质量。该项目由法国初创公司Unseenlabs和Cailabs领导，这两家公司是新空间领域的主要法国参与者，法国国防部通过其与Bpifrance共同管理的投资基金Definvest在其中有份额。卫星计划在2022年底发射。国防创新局(AID)为这个创新加速项目提供了550万欧元的资金，这是世界首次。," 2021年11月29日，法国国防部长弗洛伦斯?帕利公布旨在减轻大气湍流干扰、获取最佳光通信质量的“闪电”（KERAUNOS）项目，计划最早于 2022 年在纳米卫星与紧凑的可移动地面站间测试基于激光的光通信系统。
光通信具有吞吐量高、隐蔽以及无需共享传输频率的优势，但应用于卫星数据传输时易受大气湍流干扰，目前的解决方案基于自适应光学技术，设备体积庞大且无法移动。
“闪电”项目将在不使用自适应光学系统的情况下处理大气湍流干扰，这在卫星高速光通信领域尚无先例，有望为移动设备以及陆、海、空平台快速提供激光通信能力。
法国Unseenlabs公司和 Cailabs公司将在该项目中合作，分别提供纳米卫星技术与光通信技术。"
"美国陆军近期对其原型30毫米炮塔装备的Ripsaw M5无人迷你坦克进行了首次实弹测试。这些无人坦克源自一系列在电影荧幕上比在实战场上更常见的车辆。陆军还展示了从改装的布拉德利战斗车内部安装的控制站操作该车辆的能力，凸显了未来将M5与有人平台配对的潜力。陆军表示，正在考虑为Ripsaw或类似未来设计的车辆设置这种""忠诚僚佐""类型的角色，这是陆军正在进行的扩大无人地面车辆使用的更广泛努力的一部分。实弹测试在新泽西州的迪克斯堡进行，由陆军的两个不同部门，新泽西州皮卡廷尼兵工厂的武器中心和密歇根州底特律兵工厂的地面车辆系统中心，以及Booz Allen Hamilton的承包商共同完成。","美国陆军首次对“粗齿锯”M5无人坦克进行了实弹测试，并演示了利用“任务使能技术演示车”上的控制站遥控“粗齿锯”M5无人坦克进行火力打击的能力。
此次测试于7月30日在新泽西州迪克斯堡进行，美国陆军作战能力发展司令部、皮卡汀尼兵工厂武器中心、底特律兵工厂地面车辆系统中心以及相关承包商参加。作为中型机器人战车（RCV-M）项目的一部分，美国陆军下一代战车跨职能小组监督“粗齿锯”M5无人坦克的所有测试工作。
粗齿锯”M5无人坦克为第5代“粗齿锯”履带式车辆，速度可达65英里/小时；配装“保护者”RT40遥控武器站，主武器为30毫米XM813自动炮，辅助武器为7.62×51毫米M240机枪，可打击装备中口径机枪、无后坐力枪或反坦克导弹的车辆；炮塔两侧安装烟雾发射器，用于在车辆周围施放保护性烟幕。“任务使能技术演示车”是一种改进型“布雷德利”战车，配备控制站，旨在为无人车提供移动控制中心。该车还装有先进的通信与数据共享组件和摄像头，以提高态势感知能力。"
俄罗斯航天开发商计划使用伊留申Il-96作为高推力Aviadvigatel PD-35发动机的试验平台。该发动机正在为可能的大型运输机开发中，俄罗斯政府最近为该项目拨款超过440亿卢布（575百万美元）。副贸易和工业部长奥列格·博查罗夫在1月20日访问沃罗涅日VASO飞机厂时表示，Il-96的翼将使飞机能够作为测试PD-35的“飞行实验室”，PD-35的推力范围为235-490kN。他说，四发宽体机的最新版本Il-96-400M将在今年年底前进行首次飞行。他补充说，飞机升级了航电系统，可以配置为旅客-货物布局，以满足跨大陆航线上的“混合运输”需求。博查罗夫还简要提到了将在“近期”分配的另外20亿卢布的投资，用于两个更“重大的项目”，包括开发一种远程宽体飞机。他没有详细说明，尽管俄罗斯和中国一直在共同研究预计的CRAIC C929远程双发喷气机，PD-35被视为潜在的发动机。博查罗夫说，另一个确定的投资项目是伊留申Il-114-300，这是一种现代化的涡桨飞机，旨在替换安东诺夫An-24，以及亚科夫列夫Yak-40甚至包括ATR在内的某些外国型号。他补充说，68座位的Il-114-300应在明年获得型号证书，制造商计划到2030年提供多达100架飞机，年产量为12架。俄罗斯总理米哈伊尔·米舒斯京在同一活动中宣布，政府的目标是到本世纪末，国内制造的飞机在该国最大航空公司的机队中占比达到30%。他说，俄罗斯飞机的开发商和制造商在满足最现代化要求的机载系统和设备领域做了大量工作，并取得了显著进步。米舒斯京表示，该国的工业希望实现从进口材料和组件中的“完全技术独立”。他说：“解决这个问题将使我们能够消除对这个重要行业发展的可能风险，消除新一代飞机上市的延迟。”他补充说，俄罗斯政府已批准了一项到2030年的国内制造飞机的订单计划，预计将提供583架机身。米舒斯京说，他预计未来五年的民用飞机建设速度将超过每年100架飞机的速度。,"俄罗斯计划将伊尔-96客机作为俄罗斯联合发动机集团彼尔姆分部的PD-35大推力发动机的飞行试验平台，该发动机正在为潜在的大型运输机研发，俄罗斯政府最近为该项目拨款超过440亿卢布（5.75亿美元）。
俄罗斯贸易和工业部副部长奥列格·波查罗夫（Oleg Bocharov）在1月20日访问沃罗涅日的VASO飞机厂时表示，伊尔-96四发宽体客机将用作测试PD-35的“飞行实验平台”，其推力范围为235~490千牛。
最新型伊尔-96-400M将在今年年底前进行首飞。由于机身加长以及利用设计解决方案来安装先进发动机，该机能力得到了增强。该机已升级了航电设备，并且可以配置客货布局，以满足洲际运输时的“混运”的需求。
Bocharov表示，“在不久的将来”将再投资20亿卢布（2584万美元）用于另外两个“重大项目”，包括开发远程宽体飞机。确定投资的另一个项目是伊尔-114-300，这是一种现代化的涡轮螺旋桨飞机，旨在取代安-24及雅克-40，甚至包括ATR在内的某些外国类型。68座的伊尔-114-300将在明年获得型号合格证，计划到2030年供应100架，每年生产十几架。
俄罗斯总理米哈伊尔·米舒斯京（Mikhail Mishustin）宣布，政府目标是到2030年前使俄最大航空公司机队内国产飞机比例达到30%，俄罗斯业界希望实现对进口材料和组件的“完全技术独立”。
俄罗斯政府已批准了一项到2030年的国产飞机订单计划，提供583架机身，预计未来五年的民用飞机生产速度将超过每年100架。
（中国航发研究院 李明）"
